,x,y,z
0,240.1645355224609,-545.8585205078125,55.68711853027344
1,241.2796936035156,-545.5767822265625,55.68423461914063
2,243.52110290527344,-545.0093994140625,55.67763137817383
3,244.64356994628903,-544.7243041992188,55.67416000366211
4,246.88926696777344,-544.153076171875,55.667327880859375
5,248.01727294921875,-543.865478515625,55.66423416137695
6,250.2609100341797,-543.2919921875,55.65940475463867
7,251.3874664306641,-543.00341796875,55.65800857543945
8,253.6328125,-542.427001953125,55.65800857543945
9,254.7577362060547,-542.137451171875,55.65972900390625
10,257.01336669921875,-541.5553588867188,55.6675910949707
11,258.13494873046875,-541.2653198242188,55.67374801635742
12,260.3917236328125,-540.6802368164062,55.68989562988281
13,261.5137634277344,-540.3882446289062,55.69928359985352
14,263.7740173339844,-539.7984619140625,55.71981048583984
15,264.8979187011719,-539.5045166015625,55.73039245605469
16,267.1535339355469,-538.9132690429688,55.75120544433594
17,268.2821960449219,-538.616455078125,55.76103973388672
18,270.5415344238281,-538.0213012695312,55.77898025512695
19,271.6689758300781,-537.7234497070312,55.78697967529297
20,273.92657470703125,-537.125732421875,55.8013801574707
21,275.05743408203125,-536.8251953125,55.80813980102539
22,277.3168029785156,-536.2230224609375,55.82148742675781
23,278.4476623535156,-535.9207153320312,55.82844161987305
24,280.7102966308594,-535.3140869140625,55.84386444091797
25,281.8494567871094,-535.0076293945312,55.852806091308594
26,284.10662841796875,-534.39892578125,55.87359619140625
27,285.23699951171875,-534.0930786132812,55.88582611083984
28,287.50164794921875,-533.4784545898438,55.91409683227539
29,288.6366271972656,-533.1697387695312,55.92986297607422
30,290.90020751953125,-532.5523071289062,55.96335220336914
31,292.0333557128906,-532.2427368164062,55.98085403442383
32,294.3005065917969,-531.6216430664062,56.01696395874024
33,295.434326171875,-531.310302734375,56.03541564941406
34,297.702392578125,-530.6870727539062,56.07292175292969
35,298.8382873535156,-530.3745727539062,56.092098236083984
36,301.1073303222656,-529.7495727539062,56.131649017333984
37,302.24713134765625,-529.4351196289062,56.15235900878906
38,304.52008056640625,-528.8081665039062,56.195411682128906
39,305.6532897949219,-528.4956665039062,56.21771240234375
40,307.9277038574219,-527.8687133789062,56.263790130615234
41,309.0649108886719,-527.5552368164062,56.2872428894043
42,311.34490966796875,-526.9273071289062,56.3345832824707
43,312.4840393066406,-526.6138305664062,56.35827255249024
44,314.7606506347656,-525.9868774414062,56.4057846069336
45,315.9022521972656,-525.6734008789062,56.4298210144043
46,318.1873474121094,-525.0460815429688,56.47880172729492
47,319.32275390625,-524.7345581054688,56.503665924072266
48,321.6151733398437,-524.1066284179688,56.55528259277344
49,322.75115966796875,-523.7960815429688,56.58162307739258
50,325.0372314453125,-523.1721801757812,56.63642883300781
51,326.1846923828125,-522.8596801757812,56.66487121582031
52,328.4703369140625,-522.2389526367188,56.72343826293945
53,329.6159973144531,-521.9284057617188,56.753700256347656
54,331.90899658203125,-521.3082885742188,56.81584930419922
55,333.0550231933594,-520.9987182617188,56.84758377075195
56,335.3490905761719,-520.3805541992188,56.912071228027344
57,336.4977111816406,-520.0719604492188,56.9448471069336
58,338.7930603027344,-519.4567260742188,57.01130676269531
59,339.9493713378906,-519.1475830078125,57.04542541503906
60,342.2444763183594,-518.5360717773438,57.1146354675293
61,343.3996887207031,-518.2290649414062,57.15034103393555
62,345.6964111328125,-517.6206665039062,57.222843170166016
63,346.8460998535156,-517.3169555664062,57.25969696044922
64,349.1498413085937,-516.7103271484375,57.33375930786133
65,350.3031005859375,-516.4075927734375,57.3706283569336
66,352.61309814453125,-515.803466796875,57.44287490844727
67,353.7645568847656,-515.5033569335938,57.47759628295898
68,356.0777587890625,-514.9024047851562,57.54355239868164
69,357.23077392578125,-514.6036376953125,57.574363708496094
70,359.546142578125,-514.00634765625,57.63219451904297
71,360.7022705078125,-513.7094116210938,57.65938568115234
72,363.0200500488281,-513.1167602539062,57.71167755126953
73,364.1871337890625,-512.8198852539062,57.73748397827149
74,366.49908447265625,-512.235107421875,57.789306640625
75,367.6665954589844,-511.9415588378906,57.81658554077149
76,369.982177734375,-511.3629455566406,57.87487030029297
77,371.1460266113281,-511.0739440917969,57.906986236572266
78,373.4722900390625,-510.4998779296875,57.97760391235352
79,374.6365661621094,-510.21435546875,58.01570892333984
80,376.9668273925781,-509.6461791992188,58.09465408325195
81,378.1310729980469,-509.36376953125,58.13443374633789
82,380.4630432128906,-508.80078125,58.21302032470703
83,381.6313171386719,-508.5198974609375,58.25135040283203
84,383.96966552734375,-507.9598693847656,58.325496673583984
85,385.13580322265625,-507.68157958984375,58.36127471923828
86,387.4714965820313,-507.1259460449219,58.430999755859375
87,388.6424255371094,-506.84814453125,58.46530151367188
88,389.8195190429688,-506.5693359375,58.499542236328125
89,392.1545715332031,-506.017578125,58.56707763671875
90,393.33099365234375,-505.7398986816406,58.60112380981445
91,395.67034912109375,-505.1881408691406,58.66939163208008
92,396.84228515625,-504.9117736816406,58.70402908325195
93,399.1871337890625,-504.35882568359375,58.77423477172852
94,400.3609313964844,-504.0816955566406,58.80973815917969
95,402.71380615234375,-503.5251770019531,58.88138198852539
96,403.87982177734375,-503.2487182617188,58.91706848144531
97,406.2288208007813,-502.6902465820313,58.98949432373047
98,407.4094848632813,-502.4086608886719,59.02626800537109
99,409.7546997070313,-501.8471374511719,59.100341796875
100,410.9309692382813,-501.5643310546875,59.1380500793457
101,413.2776489257813,-500.99755859375,59.21451950073242
102,414.4501953125,-500.7131042480469,59.25333786010742
103,416.8023681640625,-500.1398010253906,59.33255386352539
104,417.9734191894531,-499.85302734375,59.37269973754883
105,420.3244934082031,-499.2749328613281,59.45503234863281
106,421.5027160644531,-498.9840393066406,59.49725341796875
107,423.8479309082031,-498.4027404785156,59.583587646484375
108,425.023681640625,-498.1103515625,59.62813186645508
109,427.3773193359375,-497.5230407714844,59.72006988525391
110,428.5579833984375,-497.2275390625,59.767391204833984
111,430.9011535644531,-496.6398620605469,59.86295700073242
112,432.07763671875,-496.34423828125,59.91146469116211
113,434.43701171875,-495.750732421875,60.009056091308594
114,435.60595703125,-495.456298828125,60.05709838867188
115,437.9609375,-494.8634033203125,60.152191162109375
116,439.1364440917969,-494.5675048828125,60.19856262207031
117,441.4926452636719,-493.9737548828125,60.28924560546875
118,442.6712646484375,-493.6773681640625,60.333377838134766
119,445.0291137695313,-493.0845642089844,60.41914749145508
120,446.2073364257813,-492.7886657714844,60.46062088012695
121,448.5684814453125,-492.1958923339844,60.54069137573242
122,449.75775146484375,-491.8975524902344,60.57926940917969
123,452.1122741699219,-491.3077087402344,60.652339935302734
124,453.29876708984375,-491.0108337402344,60.68756103515625
125,455.6587524414063,-490.4200439453125,60.75486755371094
126,456.8413696289063,-490.124267578125,60.78730392456055
127,459.2026977539063,-489.533935546875,60.84983825683594
128,460.38677978515625,-489.238037109375,60.88027191162109
129,462.7554931640625,-488.64642333984375,60.93968200683594
130,463.9380187988281,-488.35101318359375,60.96884536743164
131,466.3142700195313,-487.7568359375,61.026954650878906
132,467.49462890625,-487.46142578125,61.05576705932617
133,469.86669921875,-486.8669738769531,61.11385726928711
134,471.0498046875,-486.5700073242188,61.14294052124024
135,473.421875,-485.9733581542969,61.20116424560547
136,474.61572265625,-485.6724548339844,61.23027038574219
137,476.98681640625,-485.07330322265625,61.28733825683594
138,478.16796875,-484.7741394042969,61.31526565551758
139,480.5419921875,-484.1713562011719,61.37030792236328
140,481.728271484375,-483.8694458007813,61.39713668823242
141,484.1060180664063,-483.2629699707031,61.4493293762207
142,485.29205322265625,-482.9597473144531,61.47453689575195
143,487.6685180664063,-482.35101318359375,61.52391052246094
144,488.85845947265625,-482.0457153320313,61.54829788208008
145,491.2349853515625,-481.4348449707031,61.59688568115234
146,492.4238586425781,-481.12890625,61.62129211425781
147,494.8022766113281,-480.51611328125,61.67086410522461
148,495.9927062988281,-480.2093811035156,61.696266174316406
149,498.3725891113281,-479.5956115722656,61.74858856201172
150,499.5643310546875,-479.2884826660156,61.77553939819336
151,501.9485778808594,-478.6742248535156,61.83009338378906
152,503.1414489746094,-478.3670959472656,61.857303619384766
153,505.52191162109375,-477.7552795410156,61.91070938110352
154,506.7151794433594,-477.448974609375,61.93666076660156
155,509.1046447753906,-476.83642578125,61.986083984375
156,510.30023193359375,-476.5303955078125,62.009368896484375
157,512.6834106445312,-475.9215087890625,62.05245971679688
158,513.8812255859375,-475.6158447265625,62.072486877441406
159,516.2747802734375,-475.0060119628906,62.10985565185547
160,517.4661865234375,-474.7030944824219,62.1273307800293
161,519.8616943359375,-474.0945739746094,62.16089630126953
162,521.0599365234375,-473.7903747558594,62.17702865600586
163,523.4544677734375,-473.1834411621094,62.20821380615234
164,524.650390625,-472.8802185058594,62.22336196899414
165,527.0504150390625,-472.2723083496094,62.25276184082031
166,528.2471923828125,-471.9690246582031,62.266822814941406
167,530.6345825195312,-471.3633117675781,62.29327392578125
168,531.82470703125,-471.0610046386719,62.30555725097656
169,534.1937866210938,-470.4584045410156,62.3278923034668
170,535.3795166015625,-470.1562805175781,62.337867736816406
171,537.7178344726562,-469.5591125488281,62.35507583618164
172,538.8865356445312,-469.260009765625,62.36246490478516
173,541.20166015625,-468.6661376953125,62.375091552734375
174,542.35888671875,-468.3685302734375,62.380592346191406
175,544.6420288085938,-467.77972412109375,62.39094543457031
176,545.7779541015625,-467.4860229492188,62.396427154541016
177,548.0379028320312,-466.9001159667969,62.40926361083984
178,549.1593627929688,-466.6084289550781,62.4168701171875
179,551.3843994140625,-466.0278625488281,62.4342041015625
180,552.4884033203125,-465.7389221191406,62.44364929199219
181,554.683349609375,-465.1627807617188,62.46320724487305
182,555.7723388671875,-464.87603759765625,62.47285079956055
183,557.936767578125,-464.3046569824219,62.49115753173828
184,559.0167846679688,-464.018798828125,62.49961471557617
185,561.1520385742188,-463.4524230957031,62.51476287841797
186,562.2122802734375,-463.170654296875,62.52145767211914
187,564.3223876953125,-462.6089477539063,62.53321838378906
188,565.3699340820312,-462.3297119140625,62.53839111328125
189,567.4539184570312,-461.7735290527344,62.54768753051758
190,568.4880981445312,-461.4972839355469,62.55191802978516
191,570.545166015625,-460.9474792480469,62.559715270996094
192,571.5653076171875,-460.6747741699219,62.56340026855469
193,573.5938720703125,-460.1325378417969,62.570709228515625
194,574.6008911132812,-459.8634338378906,62.57449722290039
195,576.5999755859375,-459.3296203613281,62.58273315429688
196,577.5934448242188,-459.0645446777344,62.587432861328125
197,579.5647583007812,-458.5392150878906,62.59852600097656
198,580.5432739257812,-458.27880859375,62.60491561889648
199,582.48779296875,-457.7620849609375,62.61880493164063
200,583.4533081054688,-457.5060119628906,62.62605285644531
201,585.3682250976562,-456.9990234375,62.64058303833008
202,586.3197631835938,-456.7476196289063,62.6479377746582
203,588.2088012695312,-456.24951171875,62.66298294067383
204,589.1464233398438,-456.0027770996094,62.670745849609375
205,591.010498046875,-455.5133056640625,62.68719100952149
206,591.9356689453125,-455.2708740234375,62.69594955444336
207,593.7694702148438,-454.7913513183594,62.71484375
208,594.679931640625,-454.5537109375,62.72517776489258
209,596.4863891601562,-454.08306884765625,62.74771118164063
210,597.3829345703125,-453.8498840332031,62.75968170166016
211,599.1641235351562,-453.38720703125,62.78463745117188
212,600.0477294921875,-453.157958984375,62.79737854003906
213,601.7992553710938,-452.7040100097656,62.82292938232422
214,602.6735229492188,-452.4775390625,62.8358268737793
215,604.39794921875,-452.0308837890625,62.86105346679688
216,605.258544921875,-451.8079223632813,62.87338638305664
217,606.9580078125,-451.3673400878906,62.89725112915039
218,607.8077392578125,-451.1468505859375,62.90879440307617
219,609.4835815429688,-450.71136474609375,62.9305305480957
220,610.3214111328125,-450.4932861328125,62.941043853759766
221,611.9722900390625,-450.0624694824219,62.96115493774414
222,612.790771484375,-449.8483581542969,62.97084426879883
223,614.4188842773438,-449.4212036132813,62.990047454833984
224,615.227783203125,-449.2082214355469,62.99966430664063
225,616.830322265625,-448.7846984863281,63.01883316040039
226,617.623291015625,-448.57421875,63.02849197387695
227,619.2024536132812,-448.153076171875,63.04846954345703
228,619.9826049804688,-447.9440307617188,63.05863571166992
229,621.5382690429688,-447.5248718261719,63.07960891723633
230,622.3079223632812,-447.31634521484375,63.09048461914063
231,623.8308715820312,-446.9011535644531,63.11285400390625
232,624.5838623046875,-446.6946105957031,63.1242561340332
233,626.0822143554688,-446.2804870605469,63.14769744873047
234,626.8258056640625,-446.0734558105469,63.15976333618164
235,628.29931640625,-445.66009521484375,63.18404006958008
236,629.0260009765625,-445.45452880859375,63.19618988037109
237,630.4776000976562,-445.03997802734375,63.22103500366211
238,631.1906127929688,-444.8345336914063,63.23337173461914
239,632.6138916015625,-444.4205322265625,63.25813293457031
240,633.3140258789062,-444.2149658203125,63.27040100097656
241,634.710693359375,-443.8006591796875,63.29508972167969
242,635.4039916992188,-443.5926818847656,63.30730438232422
243,636.7730712890625,-443.1774597167969,63.33154296875
244,637.4515991210938,-442.9690551757813,63.34370422363281
245,638.79736328125,-442.5506591796875,63.36806869506836
246,639.46337890625,-442.3409423828125,63.38015365600586
247,640.7861938476562,-441.9186706542969,63.40443420410156
248,641.4364013671875,-441.7082214355469,63.41645812988281
249,642.7288818359375,-441.283935546875,63.440460205078125
250,643.3695068359375,-441.0706176757813,63.45232009887695
251,644.6377563476562,-440.6419677734375,63.47544097900391
252,645.2691040039062,-440.4253845214844,63.486759185791016
253,646.5101928710938,-439.9930725097656,63.50838851928711
254,647.1256103515625,-439.7752990722656,63.51875686645508
255,648.3453369140625,-439.3367309570313,63.53855895996094
256,648.9476928710938,-439.1165771484375,63.54792785644531
257,650.1422729492188,-438.6726379394531,63.5654411315918
258,650.7372436523438,-438.44775390625,63.573543548583984
259,651.9054565429688,-437.9985961914063,63.58815383911133
260,652.4881591796875,-437.7706298828125,63.5947265625
261,653.632080078125,-437.3149108886719,63.60644912719727
262,654.200927734375,-437.0841979980469,63.61167907714844
263,655.326904296875,-436.6187744140625,63.62092208862305
264,655.8826904296875,-436.384521484375,63.625
265,656.9800415039062,-435.9129638671875,63.63224792480469
266,657.5230102539062,-435.6749267578125,63.63549423217773
267,658.597900390625,-435.1940002441406,63.64138412475586
268,659.130615234375,-434.95068359375,63.64405059814453
269,660.1806030273438,-434.4607849121094,63.64907836914063
270,660.7037963867188,-434.211181640625,63.65157318115234
271,661.72802734375,-433.7117614746094,63.656517028808594
272,662.2347412109375,-433.4592590332031,63.65900802612305
273,663.2349243164062,-432.9499206542969,63.66387176513672
274,663.7290649414062,-432.6927185058594,63.66631317138672
275,664.7048950195312,-432.1735534667969,63.671146392822266
276,665.185302734375,-431.9123229980469,63.673439025878906
277,666.134765625,-431.384765625,63.67765045166016
278,666.6029663085938,-431.1189880371094,63.67948913574219
279,667.52978515625,-430.5817565917969,63.68249130249024
280,667.9820556640625,-430.3139953613281,63.68357467651367
281,668.8800048828125,-429.771484375,63.68464279174805
282,669.3233642578125,-429.498046875,63.68461990356445
283,670.1978759765625,-428.9471130371094,63.68352890014648
284,670.6277465820312,-428.670654296875,63.682403564453125
285,671.47705078125,-428.1131591796875,63.6790771484375
286,671.8954467773438,-427.832763671875,63.67684173583984
287,672.719482421875,-427.26898193359375,63.67116928100586
288,673.1263427734375,-426.9848937988281,63.66775131225586
289,673.9273071289062,-426.4137268066406,63.65970993041992
290,674.3191528320312,-426.1282653808594,63.655181884765625
291,675.0949096679688,-425.5513610839844,63.64476776123047
292,675.47607421875,-425.2619323730469,63.63893127441406
293,676.225830078125,-424.6805114746094,63.6260986328125
294,676.5945434570312,-424.3885192871094,63.61906433105469
295,677.3207397460938,-423.8013916015625,63.603912353515625
296,677.6773071289062,-423.5067443847656,63.5958251953125
297,678.3775024414062,-422.9159240722656,63.5784912109375
298,678.7220458984375,-422.6188659667969,63.569244384765625
299,679.3973388671875,-422.0240478515625,63.54964065551758
300,679.7290649414062,-421.725341796875,63.53936004638672
301,680.379150390625,-421.1266174316406,63.5179557800293
302,680.6981201171875,-420.8264770507813,63.50667953491211
303,681.3239135742188,-420.2247619628906,63.483028411865234
304,681.6315307617188,-419.9221496582031,63.47063446044922
305,682.2340698242188,-419.3150634765625,63.44483947753906
306,682.5285034179688,-419.0118408203125,63.4313850402832
307,683.1061401367188,-418.4034423828125,63.403282165527344
308,683.3887939453125,-418.0989990234375,63.388710021972656
309,683.941162109375,-417.49017333984375,63.35859680175781
310,684.211669921875,-417.18499755859375,63.342918395996094
311,684.7401123046875,-416.57562255859375,63.31052780151367
312,684.9981079101562,-416.27093505859375,63.2938346862793
313,685.5018310546875,-415.6619567871094,63.25950241088867
314,685.7473754882812,-415.3577575683594,63.24185180664063
315,686.22607421875,-414.7499084472656,63.205604553222656
316,686.459228515625,-414.4466857910156,63.18704605102539
317,686.9140014648438,-413.8397216796875,63.14897155761719
318,687.135498046875,-413.53619384765625,63.1295166015625
319,687.5659790039062,-412.9302368164063,63.08985137939453
320,687.7744750976562,-412.6285400390625,63.06975936889648
321,688.178466796875,-412.0276489257813,63.02891159057617
322,688.3749389648438,-411.7267456054688,63.00812911987305
323,688.7548217773438,-411.1272277832031,62.96610641479492
324,688.9382934570312,-410.8285217285156,62.94491195678711
325,689.293212890625,-410.231689453125,62.90224456787109
326,689.4649047851562,-409.932861328125,62.88053894042969
327,689.7962036132812,-409.3355712890625,62.8363151550293
328,689.9563598632812,-409.0359191894531,62.81379318237305
329,690.2647705078125,-408.4357299804688,62.76815032958984
330,690.41357421875,-408.13421630859375,62.74507141113281
331,690.7003173828125,-407.5299987792969,62.69813537597656
332,690.8385009765625,-407.2265319824219,62.67415237426758
333,691.104736328125,-406.61627197265625,62.62519836425781
334,691.2316284179688,-406.31256103515625,62.60046005249024
335,691.477294921875,-405.6980895996094,62.549617767333984
336,691.5953369140625,-405.38916015625,62.52373123168945
337,691.8224487304688,-404.767333984375,62.47067260742188
338,691.9307861328125,-404.4562072753906,62.44370651245117
339,692.1394653320312,-403.8273010253906,62.388370513916016
340,692.2392578125,-403.510986328125,62.36014175415039
341,692.4298095703125,-402.8742370605469,62.302825927734375
342,692.52099609375,-402.55322265625,62.27358627319336
343,692.6944580078125,-401.9083862304688,62.21383285522461
344,692.7770385742188,-401.58343505859375,62.1832160949707
345,692.9336547851562,-400.9291687011719,62.12071228027344
346,693.008056640625,-400.5983276367188,62.08876800537109
347,693.1483764648438,-399.9341735839844,62.02381134033203
348,693.2149047851562,-399.5989685058594,61.99042510986328
349,693.339111328125,-398.9255676269531,61.922142028808594
350,693.396728515625,-398.5866394042969,61.88720703125
351,693.5037841796875,-397.902099609375,61.81557846069336
352,693.552734375,-397.56005859375,61.779239654541016
353,693.6417846679688,-396.8697814941406,61.70447540283203
354,693.6818237304688,-396.5231628417969,61.666290283203125
355,693.7530517578125,-395.8240661621094,61.588134765625
356,693.7837524414062,-395.4741516113281,61.548458099365234
357,693.8360595703125,-394.76898193359375,61.46739196777344
358,693.857666015625,-394.4141845703125,61.42607116699219
359,693.8912353515625,-393.7017822265625,61.34210586547852
360,693.9033203125,-393.34368896484375,61.299415588378906
361,693.9183349609375,-392.62353515625,61.21279525756836
362,693.9209594726562,-392.2618713378906,61.16893768310547
363,693.9166870117188,-391.5344848632813,61.08029556274414
364,693.9099731445312,-391.1684265136719,61.03546905517578
365,693.8868408203125,-390.4350891113281,60.94530487060547
366,693.870361328125,-390.0669860839844,60.90001678466797
367,693.8281860351562,-389.324951171875,60.80897521972656
368,693.8023071289062,-388.9527587890625,60.76350021362305
369,693.7403564453125,-388.2041931152344,60.67262268066406
370,693.7045288085938,-387.8271789550781,60.6271858215332
371,693.6239013671875,-387.0719909667969,60.53699493408203
372,693.5782470703125,-386.6903381347656,60.49186325073242
373,693.47705078125,-385.92816162109375,60.40283584594727
374,693.4215087890625,-385.544189453125,60.358680725097656
375,693.301513671875,-384.7713317871094,60.270633697509766
376,693.2366943359375,-384.3816223144531,60.22664642333984
377,693.0974731445312,-383.6023254394531,60.13932418823242
378,693.0227661132812,-383.21044921875,60.09573745727539
379,692.8642578125,-382.4219665527344,60.00854110717773
380,692.7803955078125,-382.0232849121094,59.96450805664063
381,692.6055297851562,-381.22796630859375,59.876461029052734
382,692.513916015625,-380.829833984375,59.832130432128906
383,692.3208618164062,-380.0259399414063,59.74199295043945
384,692.2207641601562,-379.62445068359375,59.696659088134766
385,692.0117797851562,-378.8142700195313,59.60420227050781
386,691.9027099609375,-378.4060668945313,59.55691909790039
387,691.678466796875,-377.5947570800781,59.46108627319336
388,691.5619506835938,-377.1865539550781,59.41189193725586
389,691.3203125,-376.3641357421875,59.31084060668945
390,691.1965942382812,-375.955810546875,59.259544372558594
391,690.9403686523438,-375.1354675292969,59.15397644042969
392,690.8079223632812,-374.7226257324219,59.09941864013672
393,690.5364379882812,-373.8993835449219,58.9879150390625
394,690.3964233398438,-373.4868774414063,58.93071746826172
395,690.1083374023438,-372.6613464355469,58.81363677978516
396,689.9598388671875,-372.2472839355469,58.75368881225586
397,689.6557006835938,-371.4241027832031,58.63233184814453
398,689.4985961914062,-371.0110168457031,58.57051467895508
399,689.1754760742188,-370.1858520507813,58.44551467895508
400,689.0090942382812,-369.7737426757813,58.38246536254883
401,688.6665649414062,-368.9514770507813,58.25593185424805
402,688.48876953125,-368.5374145507813,58.19209289550781
403,688.1254272460938,-367.7165222167969,58.06558609008789
404,687.9391479492188,-367.3089294433594,58.00287628173828
405,687.5512084960938,-366.4862976074219,57.87700653076172
